2026-02-12 15:35:36.948 +05:00 [INF] HTTP GET /api/Health responded 200 in 1020.9419 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T10:35:36.8265056Z","uptime":"0d 0h 0m 0s"}
2026-02-12 18:37:35.914 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4903 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:37:35.9143478Z","uptime":"0d 0h 1m 3s"}
2026-02-12 18:37:40.918 +05:00 [INF] HTTP GET /api/health responded 200 in 1.2404 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:37:40.9182017Z","uptime":"0d 0h 1m 8s"}
2026-02-12 18:37:45.946 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6492 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:37:45.9458675Z","uptime":"0d 0h 1m 13s"}
2026-02-12 18:37:50.954 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8007 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:37:50.9546777Z","uptime":"0d 0h 1m 18s"}
2026-02-12 18:37:55.925 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5217 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:37:55.925041Z","uptime":"0d 0h 1m 23s"}
2026-02-12 18:38:00.946 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8590 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:00.9465812Z","uptime":"0d 0h 1m 28s"}
2026-02-12 18:38:05.925 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8614 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:05.9248674Z","uptime":"0d 0h 1m 33s"}
2026-02-12 18:38:10.930 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6404 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:10.9303108Z","uptime":"0d 0h 1m 38s"}
2026-02-12 18:38:15.927 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9133 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:15.9274057Z","uptime":"0d 0h 1m 43s"}
2026-02-12 18:38:20.937 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5966 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:20.937655Z","uptime":"0d 0h 1m 48s"}
2026-02-12 18:38:26.330 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0292 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:26.3304238Z","uptime":"0d 0h 1m 54s"}
2026-02-12 18:38:31.347 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1516 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:31.3470907Z","uptime":"0d 0h 1m 59s"}
2026-02-12 18:38:36.334 +05:00 [INF] HTTP GET /api/health responded 200 in 1.6049 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:36.3341833Z","uptime":"0d 0h 2m 4s"}
2026-02-12 18:38:42.159 +05:00 [INF] HTTP GET /api/health responded 200 in 6.3527 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:42.156721Z","uptime":"0d 0h 2m 10s"}
2026-02-12 18:38:46.334 +05:00 [INF] HTTP GET /api/health responded 200 in 5.0825 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:46.3306178Z","uptime":"0d 0h 2m 14s"}
2026-02-12 18:38:51.345 +05:00 [INF] HTTP GET /api/health responded 200 in 2.9671 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:51.344328Z","uptime":"0d 0h 2m 19s"}
2026-02-12 18:38:56.339 +05:00 [INF] HTTP GET /api/health responded 200 in 4.6812 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:38:56.3282539Z","uptime":"0d 0h 2m 24s"}
2026-02-12 18:39:01.331 +05:00 [INF] HTTP GET /api/health responded 200 in 2.2840 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:01.3309267Z","uptime":"0d 0h 2m 29s"}
2026-02-12 18:39:06.363 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5088 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:06.3635776Z","uptime":"0d 0h 2m 34s"}
2026-02-12 18:39:10.922 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7550 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:10.9217559Z","uptime":"0d 0h 2m 38s"}
2026-02-12 18:39:16.113 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4419 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:16.1128622Z","uptime":"0d 0h 2m 43s"}
2026-02-12 18:39:20.927 +05:00 [INF] HTTP GET /api/health responded 200 in 4.4305 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:20.9257095Z","uptime":"0d 0h 2m 48s"}
2026-02-12 18:39:25.926 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5154 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:25.9264105Z","uptime":"0d 0h 2m 53s"}
2026-02-12 18:39:30.908 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3930 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:30.9080063Z","uptime":"0d 0h 2m 58s"}
2026-02-12 18:39:35.913 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3055 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:35.9132411Z","uptime":"0d 0h 3m 3s"}
2026-02-12 18:39:40.968 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1390 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:40.9684214Z","uptime":"0d 0h 3m 8s"}
2026-02-12 18:39:45.954 +05:00 [INF] HTTP GET /api/health responded 200 in 2.4419 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:45.9535431Z","uptime":"0d 0h 3m 13s"}
2026-02-12 18:39:50.929 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2606 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:50.9293764Z","uptime":"0d 0h 3m 18s"}
2026-02-12 18:39:55.923 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3007 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:39:55.9230905Z","uptime":"0d 0h 3m 23s"}
2026-02-12 18:40:00.924 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3118 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:00.9245022Z","uptime":"0d 0h 3m 28s"}
2026-02-12 18:40:05.943 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5758 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:05.9436702Z","uptime":"0d 0h 3m 33s"}
2026-02-12 18:40:10.929 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4612 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:10.9293848Z","uptime":"0d 0h 3m 38s"}
2026-02-12 18:40:15.923 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4774 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:15.9231666Z","uptime":"0d 0h 3m 43s"}
2026-02-12 18:40:20.934 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7094 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:20.9343644Z","uptime":"0d 0h 3m 48s"}
2026-02-12 18:40:25.946 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7445 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:25.9464119Z","uptime":"0d 0h 3m 53s"}
2026-02-12 18:40:30.920 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3889 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:30.9200538Z","uptime":"0d 0h 3m 58s"}
2026-02-12 18:40:35.938 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6275 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:35.9382894Z","uptime":"0d 0h 4m 3s"}
2026-02-12 18:40:40.927 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3815 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:40.9268982Z","uptime":"0d 0h 4m 8s"}
2026-02-12 18:40:45.939 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0848 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:45.9389457Z","uptime":"0d 0h 4m 13s"}
2026-02-12 18:40:50.923 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2995 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:50.9237695Z","uptime":"0d 0h 4m 18s"}
2026-02-12 18:40:55.935 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6504 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:40:55.9356836Z","uptime":"0d 0h 4m 23s"}
2026-02-12 18:41:00.942 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0615 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:00.9425254Z","uptime":"0d 0h 4m 28s"}
2026-02-12 18:41:05.931 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1268 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:05.931232Z","uptime":"0d 0h 4m 33s"}
2026-02-12 18:41:10.952 +05:00 [INF] HTTP GET /api/health responded 200 in 2.5093 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:10.9516331Z","uptime":"0d 0h 4m 38s"}
2026-02-12 18:41:15.971 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6228 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:15.9714357Z","uptime":"0d 0h 4m 43s"}
2026-02-12 18:41:21.449 +05:00 [INF] HTTP GET /api/health responded 200 in 1.8569 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:21.449109Z","uptime":"0d 0h 4m 49s"}
2026-02-12 18:41:25.934 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7533 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:25.9344508Z","uptime":"0d 0h 4m 53s"}
2026-02-12 18:41:30.938 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4340 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:30.9380466Z","uptime":"0d 0h 4m 58s"}
2026-02-12 18:41:36.425 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0547 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:36.4254259Z","uptime":"0d 0h 5m 4s"}
2026-02-12 18:41:40.963 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3692 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:40.962947Z","uptime":"0d 0h 5m 8s"}
2026-02-12 18:41:45.938 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3802 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:45.9381979Z","uptime":"0d 0h 5m 13s"}
2026-02-12 18:41:50.920 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3499 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:50.9205876Z","uptime":"0d 0h 5m 18s"}
2026-02-12 18:41:55.931 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3696 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:41:55.931879Z","uptime":"0d 0h 5m 23s"}
2026-02-12 18:42:00.928 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1775 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:00.9285146Z","uptime":"0d 0h 5m 28s"}
2026-02-12 18:42:05.914 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1706 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:05.9144517Z","uptime":"0d 0h 5m 33s"}
2026-02-12 18:42:10.929 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3776 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:10.9292312Z","uptime":"0d 0h 5m 38s"}
2026-02-12 18:42:15.972 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1997 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:15.9726933Z","uptime":"0d 0h 5m 43s"}
2026-02-12 18:42:20.935 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4882 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:20.9349223Z","uptime":"0d 0h 5m 48s"}
2026-02-12 18:42:25.949 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3391 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:25.9491466Z","uptime":"0d 0h 5m 53s"}
2026-02-12 18:42:30.909 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6580 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:30.9096004Z","uptime":"0d 0h 5m 58s"}
2026-02-12 18:42:35.928 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6791 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:35.9279569Z","uptime":"0d 0h 6m 3s"}
2026-02-12 18:42:40.925 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3745 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:40.9250518Z","uptime":"0d 0h 6m 8s"}
2026-02-12 18:42:45.926 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2539 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:45.926723Z","uptime":"0d 0h 6m 13s"}
2026-02-12 18:42:50.946 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4592 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:50.9465771Z","uptime":"0d 0h 6m 18s"}
2026-02-12 18:42:55.966 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4682 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:42:55.9659997Z","uptime":"0d 0h 6m 23s"}
2026-02-12 18:43:00.945 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1798 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:00.945812Z","uptime":"0d 0h 6m 28s"}
2026-02-12 18:43:05.968 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5429 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:05.9683804Z","uptime":"0d 0h 6m 33s"}
2026-02-12 18:43:10.948 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2996 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:10.9488981Z","uptime":"0d 0h 6m 38s"}
2026-02-12 18:43:15.933 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3444 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:15.933347Z","uptime":"0d 0h 6m 43s"}
2026-02-12 18:43:20.930 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1718 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:20.9308197Z","uptime":"0d 0h 6m 48s"}
2026-02-12 18:43:25.928 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1700 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:25.9288394Z","uptime":"0d 0h 6m 53s"}
2026-02-12 18:43:30.952 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3049 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:30.9524342Z","uptime":"0d 0h 6m 58s"}
2026-02-12 18:43:35.934 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2320 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:35.9339948Z","uptime":"0d 0h 7m 3s"}
