2026-02-11 12:30:36.499 +05:00 [INF] HTTP GET /api/health responded 200 in 2103.0624 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:30:36.2825186Z","uptime":"0d 0h 0m 0s"}
2026-02-11 12:30:53.370 +05:00 [INF] HTTP GET /api/health responded 200 in 1.6113 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:30:53.369849Z","uptime":"0d 0h 0m 17s"}
2026-02-11 12:30:58.110 +05:00 [INF] HTTP GET /api/health responded 200 in 1.5251 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:30:58.1096807Z","uptime":"0d 0h 0m 21s"}
2026-02-11 12:31:03.095 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1171 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:03.0949455Z","uptime":"0d 0h 0m 26s"}
2026-02-11 12:31:08.196 +05:00 [INF] HTTP GET /api/health responded 200 in 1.6460 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:08.1958702Z","uptime":"0d 0h 0m 31s"}
2026-02-11 12:31:13.450 +05:00 [INF] HTTP GET /api/health responded 200 in 2.5786 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:13.4489788Z","uptime":"0d 0h 0m 37s"}
2026-02-11 12:31:18.128 +05:00 [INF] HTTP GET /api/health responded 200 in 1.5445 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:18.127593Z","uptime":"0d 0h 0m 41s"}
2026-02-11 12:31:23.113 +05:00 [INF] HTTP GET /api/health responded 200 in 1.4537 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:23.113258Z","uptime":"0d 0h 0m 46s"}
2026-02-11 12:31:28.099 +05:00 [INF] HTTP GET /api/health responded 200 in 1.4599 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:28.0988264Z","uptime":"0d 0h 0m 51s"}
2026-02-11 12:31:33.138 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7370 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:33.1381639Z","uptime":"0d 0h 0m 56s"}
2026-02-11 12:31:38.132 +05:00 [INF] HTTP GET /api/health responded 200 in 1.7199 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:38.1319456Z","uptime":"0d 0h 1m 1s"}
2026-02-11 12:31:43.133 +05:00 [INF] HTTP GET /api/health responded 200 in 4.0109 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:43.1319157Z","uptime":"0d 0h 1m 6s"}
2026-02-11 12:31:49.926 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1960 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:49.9254373Z","uptime":"0d 0h 1m 13s"}
2026-02-11 12:31:53.127 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7939 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:53.126942Z","uptime":"0d 0h 1m 16s"}
2026-02-11 12:31:58.117 +05:00 [INF] HTTP GET /api/health responded 200 in 2.4896 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:31:58.1168599Z","uptime":"0d 0h 1m 21s"}
2026-02-11 12:32:03.151 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8088 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:03.1516445Z","uptime":"0d 0h 1m 26s"}
2026-02-11 12:32:08.150 +05:00 [INF] HTTP GET /api/health responded 200 in 2.8571 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:08.1498589Z","uptime":"0d 0h 1m 31s"}
2026-02-11 12:32:13.141 +05:00 [INF] HTTP GET /api/health responded 200 in 2.2780 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:13.1395741Z","uptime":"0d 0h 1m 36s"}
2026-02-11 12:32:18.160 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7703 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:18.160542Z","uptime":"0d 0h 1m 41s"}
2026-02-11 12:32:23.163 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9245 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:23.1632472Z","uptime":"0d 0h 1m 46s"}
2026-02-11 12:32:28.171 +05:00 [INF] HTTP GET /api/health responded 200 in 2.9181 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:28.1695334Z","uptime":"0d 0h 1m 51s"}
2026-02-11 12:32:33.148 +05:00 [INF] HTTP GET /api/health responded 200 in 3.4414 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:33.1469452Z","uptime":"0d 0h 1m 56s"}
2026-02-11 12:32:38.165 +05:00 [INF] HTTP GET /api/health responded 200 in 3.0606 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:38.1643597Z","uptime":"0d 0h 2m 1s"}
2026-02-11 12:32:43.154 +05:00 [INF] HTTP GET /api/health responded 200 in 1.4327 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:43.1541527Z","uptime":"0d 0h 2m 6s"}
2026-02-11 12:32:48.168 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8768 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:48.1677632Z","uptime":"0d 0h 2m 11s"}
2026-02-11 12:32:53.241 +05:00 [INF] HTTP GET /api/health responded 200 in 7.5990 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:53.2414903Z","uptime":"0d 0h 2m 16s"}
2026-02-11 12:32:58.146 +05:00 [INF] HTTP GET /api/health responded 200 in 15.9096 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:32:58.1445316Z","uptime":"0d 0h 2m 21s"}
2026-02-11 12:33:03.145 +05:00 [INF] HTTP GET /api/health responded 200 in 5.9175 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:03.1412919Z","uptime":"0d 0h 2m 26s"}
2026-02-11 12:33:08.163 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3586 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:08.1636032Z","uptime":"0d 0h 2m 31s"}
2026-02-11 12:33:13.174 +05:00 [INF] HTTP GET /api/health responded 200 in 1.8911 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:13.1738084Z","uptime":"0d 0h 2m 36s"}
2026-02-11 12:33:18.221 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6079 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:18.2213721Z","uptime":"0d 0h 2m 41s"}
2026-02-11 12:33:23.146 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0718 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:23.1460898Z","uptime":"0d 0h 2m 46s"}
2026-02-11 12:33:28.124 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4734 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:28.1239266Z","uptime":"0d 0h 2m 51s"}
2026-02-11 12:33:33.124 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5663 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:33.1239622Z","uptime":"0d 0h 2m 56s"}
2026-02-11 12:33:39.532 +05:00 [INF] HTTP GET /api/health responded 200 in 1.6584 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:39.5315639Z","uptime":"0d 0h 3m 3s"}
2026-02-11 12:33:43.141 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7699 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:43.141426Z","uptime":"0d 0h 3m 6s"}
2026-02-11 12:33:48.135 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1251 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:48.1348592Z","uptime":"0d 0h 3m 11s"}
2026-02-11 12:33:53.138 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5402 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:53.1385494Z","uptime":"0d 0h 3m 16s"}
2026-02-11 12:33:58.192 +05:00 [INF] HTTP GET /api/health responded 200 in 1.9788 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:33:58.1917889Z","uptime":"0d 0h 3m 21s"}
2026-02-11 12:34:03.644 +05:00 [INF] HTTP GET /api/health responded 200 in 3.9503 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:03.6437855Z","uptime":"0d 0h 3m 27s"}
2026-02-11 12:34:08.166 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0093 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:08.1662648Z","uptime":"0d 0h 3m 31s"}
2026-02-11 12:34:13.210 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6618 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:13.2106937Z","uptime":"0d 0h 3m 36s"}
2026-02-11 12:34:18.119 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0990 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:18.1186598Z","uptime":"0d 0h 3m 41s"}
2026-02-11 12:34:23.121 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9457 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:23.1214341Z","uptime":"0d 0h 3m 46s"}
2026-02-11 12:34:28.145 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5875 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:28.1455342Z","uptime":"0d 0h 3m 51s"}
2026-02-11 12:34:33.159 +05:00 [INF] HTTP GET /api/health responded 200 in 2.3686 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:33.1588009Z","uptime":"0d 0h 3m 56s"}
2026-02-11 12:34:38.148 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7569 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:38.1486335Z","uptime":"0d 0h 4m 1s"}
2026-02-11 12:34:43.151 +05:00 [INF] HTTP GET /api/health responded 200 in 2.3013 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:43.1505013Z","uptime":"0d 0h 4m 6s"}
2026-02-11 12:34:48.129 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5356 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:48.1292711Z","uptime":"0d 0h 4m 11s"}
2026-02-11 12:34:53.123 +05:00 [INF] HTTP GET /api/health responded 200 in 2.3435 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:53.1232856Z","uptime":"0d 0h 4m 16s"}
2026-02-11 12:34:58.115 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6688 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:34:58.1152442Z","uptime":"0d 0h 4m 21s"}
2026-02-11 12:35:03.107 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4838 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:03.1075631Z","uptime":"0d 0h 4m 26s"}
2026-02-11 12:35:08.140 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6676 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:08.1400717Z","uptime":"0d 0h 4m 31s"}
2026-02-11 12:35:13.125 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5936 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:13.1249185Z","uptime":"0d 0h 4m 36s"}
2026-02-11 12:35:18.161 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4935 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:18.1617053Z","uptime":"0d 0h 4m 41s"}
2026-02-11 12:35:23.148 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3824 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:23.1483214Z","uptime":"0d 0h 4m 46s"}
2026-02-11 12:35:28.140 +05:00 [INF] HTTP GET /api/health responded 200 in 4.8401 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:28.1400579Z","uptime":"0d 0h 4m 51s"}
2026-02-11 12:35:33.172 +05:00 [INF] HTTP GET /api/health responded 200 in 1.7184 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:33.1722365Z","uptime":"0d 0h 4m 56s"}
2026-02-11 12:35:38.127 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9925 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:38.1269485Z","uptime":"0d 0h 5m 1s"}
2026-02-11 12:35:43.108 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3437 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:43.1084871Z","uptime":"0d 0h 5m 6s"}
2026-02-11 12:35:48.159 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6464 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:48.1592092Z","uptime":"0d 0h 5m 11s"}
2026-02-11 12:35:53.107 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4241 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:53.1074046Z","uptime":"0d 0h 5m 16s"}
2026-02-11 12:35:58.114 +05:00 [INF] HTTP GET /api/health responded 200 in 1.4554 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:35:58.1142086Z","uptime":"0d 0h 5m 21s"}
2026-02-11 16:16:54.387 +05:00 [INF] HTTP GET /api/health responded 200 in 1368.9165 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:16:54.301688Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:16:54.386 +05:00 [INF] HTTP GET /api/health responded 200 in 1368.9275 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:16:54.301659Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:16:54.387 +05:00 [INF] HTTP GET /api/health responded 200 in 1368.8980 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:16:54.3016678Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:16:54.818 +05:00 [INF] HTTP GET /api/health responded 200 in 8.4693 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:16:54.81785Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:16:57.524 +05:00 [INF] HTTP GET /api/health responded 200 in 4.0412 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:16:57.5228196Z","uptime":"0d 0h 0m 3s"}
2026-02-11 16:17:02.530 +05:00 [INF] HTTP GET /api/health responded 200 in 1.4880 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:02.529381Z","uptime":"0d 0h 0m 8s"}
2026-02-11 16:17:07.579 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1495 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:07.5788838Z","uptime":"0d 0h 0m 13s"}
2026-02-11 16:17:11.736 +05:00 [INF] User haris@gmail.com logged in successfully. UserId: 23
2026-02-11 16:17:11.759 +05:00 [INF] HTTP POST /api/auth/login responded 200 in 6406.4715 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"accessToken":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIyMyIsImVtYWlsIjoiaGFyaXNAZ21haWwuY29tIiwidW5pcXVlX25hbWUiOiJoYXJpcyIsImh0dHA6Ly9zY2hlbWFzLm1pY3Jvc29mdC5jb20vd3MvMjAwOC8wNi9pZGVudGl0eS9jbGFpbXMvcm9sZSI6IkFkbWluIiwiU2Vzc2lvbklkIjoiMjQ0MDJlYTEtMTAxZC00YWM2LTk1NmQtYWIyZGEzNjY2Y2I1IiwiZXhwIjoxNzcwODE1ODMxLCJpc3MiOiJNeUNvbXBhbnkiLCJhdWQiOiJNeUNvbXBhbnlVc2VycyJ9.mqZ4u_fmp2_afHxhCJEpn4ws_GnOivrwuizvhyTBykY","refreshToken":"a28fb02f-cabc-4a0a-9cb2-c45fbf4bb4a1","userName":"haris"}
2026-02-11 16:17:12.533 +05:00 [INF] HTTP GET /api/health responded 200 in 1.6630 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:12.5331726Z","uptime":"0d 0h 0m 18s"}
2026-02-11 16:17:17.475 +05:00 [INF] HTTP GET /api/health responded 200 in 1.2752 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:17.4746899Z","uptime":"0d 0h 0m 23s"}
2026-02-11 16:17:22.476 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8505 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:22.4765134Z","uptime":"0d 0h 0m 28s"}
2026-02-11 16:17:27.526 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8146 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:27.5262707Z","uptime":"0d 0h 0m 33s"}
2026-02-11 16:17:32.467 +05:00 [INF] HTTP GET /api/health responded 200 in 1.2834 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:32.466906Z","uptime":"0d 0h 0m 38s"}
2026-02-11 16:17:37.504 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3098 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:37.5034103Z","uptime":"0d 0h 0m 43s"}
2026-02-11 16:17:42.486 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1151 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:42.4857391Z","uptime":"0d 0h 0m 48s"}
2026-02-11 16:17:47.499 +05:00 [INF] HTTP GET /api/health responded 200 in 1.5438 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:47.4986868Z","uptime":"0d 0h 0m 53s"}
